Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
4,11.8,8.7,10.4,27,239
6,12.7,9.0,11.1,25,255
4,12.2,9.4,10.9,26,251
6,13.4,10.0,11.8,24,271
4,9.8,7.8,8.9,32,205
4,9.9,7.8,9.0,31,207
4,10.1,7.7,9.0,31,207
4,9.7,7.7,8.8,32,202
4,11.4,8.3,10.0,28,230
4,12.9,9.2,11.3,25,260
4,12.6,9.7,11.3,25,260
4,12.0,9.1,10.7,26,246
12,22.2,12.7,17.9,16,412
12,24.0,14.5,19.7,14,453
10,16.8,11.7,14.5,19,334
12,22.1,13.9,18.4,15,423
4,13.5,9.9,11.9,24,274
6,16.2,12.1,14.3,20,329
6,13.9,10.4,12.3,23,283
8,17.2,12.5,15.1,19,347
8,17.2,12.5,15.1,19,347
4,11.3,7.9,9.7,29,223
4,11.3,7.9,9.7,29,223
6,14.0,10.5,12.4,23,285
8,16.6,12.3,14.7,19,338
4,5.5,5.9,5.7,50,131
4,5.8,6.1,5.9,48,136
6,11.3,7.5,9.6,29,221
6,12.3,8.5,10.6,27,244
6,12.6,9.1,11.0,26,253
6,8.0,6.9,7.5,38,172
8,15.7,11.7,13.9,20,320
6,11.1,7.8,9.6,29,221
6,11.8,8.7,10.4,27,239
6,11.2,7.8,9.6,29,221
6,12.3,8.5,10.6,27,244
6,12.6,9.1,11.0,26,253
6,12.2,8.7,10.6,27,244
8,14.4,9.6,12.3,23,283
8,15.2,10.2,12.9,22,297
8,15.2,10.2,12.9,22,297
8,12.7,10.1,11.5,25,264
8,19.0,13.6,16.6,17,382
4,10.6,8.4,9.6,29,221
4,10.8,8.8,9.9,29,228
4,7.1,7.7,7.4,38,170
6,12.3,8.5,10.6,27,244
6,12.6,9.1,11.0,26,253
8,15.2,9.5,12.6,22,290
6,13.3,9.8,11.7,24,269
6,12.7,9.1,11.1,25,255
6,8.0,8.5,8.2,34,189
4,12.4,9.0,10.9,26,251
4,12.9,9.2,11.2,25,258
6,13.9,9.5,11.9,24,274
6,13.1,9.0,11.2,25,258
6,14.6,10.4,12.8,22,294
4,11.5,8.4,10.1,28,232
6,14.1,10.0,12.2,23,281
6,13.7,10.3,12.1,23,278
4,10.5,7.0,8.9,32,205
6,13.1,9.2,11.3,25,260
4,5.7,6.0,5.8,49,133
6,16.2,11.8,14.2,20,327
6,16.1,12.3,14.4,20,331
6,15.2,9.6,12.7,22,292
6,15.6,9.5,12.8,22,294
8,18.2,11.4,15.1,19,347
8,18.2,11.6,15.2,19,350
8,17.5,10.7,14.5,19,334
6,15.7,9.7,13.0,22,299
4,8.9,7.3,8.2,34,189
4,9.0,6.8,8.0,35,184
4,9.6,7.4,8.6,33,198
4,9.3,7.6,8.5,33,196
4,9.9,7.9,9.0,31,207
6,14.2,10.0,12.3,23,283
6,14.3,10.6,12.7,22,292
4,7.9,5.7,6.9,41,159
4,8.0,5.8,7.0,40,161
4,8.4,6.1,7.4,38,170
4,8.2,5.9,7.2,39,166
4,9.3,6.4,8.0,35,184
4,8.0,5.9,7.0,40,161
4,8.2,5.9,7.1,40,163
4,8.7,6.5,7.7,37,177
4,8.2,6.0,7.2,39,166
4,9.2,6.6,8.1,35,186
4,10.7,8.2,9.6,29,221
4,11.1,8.3,9.8,29,225
4,8.8,6.1,7.6,37,175
4,9.4,6.4,8.1,35,186
4,8.4,5.9,7.3,39,168
4,11.5,8.5,10.1,28,232
4,10.5,8.5,9.6,29,221
4,11.1,8.4,9.9,29,228
4,9.2,6.6,8.0,35,184
4,10.0,7.5,8.9,32,205
4,10.9,7.5,9.4,30,216
4,10.1,7.8,9.0,31,207
6,12.1,8.7,10.6,27,244
6,12.1,8.6,10.5,27,242
6,11.1,8.4,9.9,29,228
8,17.9,12.3,15.4,18,354
4,9.4,6.4,8.1,35,186
4,9.9,7.4,8.8,32,202
4,10.2,7.7,9.1,31,209
6,12.1,8.5,10.5,27,242
8,14.5,10.1,12.5,23,288
8,15.1,10.8,13.1,22,301
6,11.9,8.2,10.2,28,235
6,12.0,8.5,10.4,27,239
6,12.4,8.8,10.8,26,248
6,11.5,8.1,10.0,28,230
6,11.8,8.3,10.2,28,235
8,12.9,9.6,11.4,25,262
8,13.7,9.2,11.7,24,269
8,13.3,8.9,11.4,25,262
8,15.3,10.8,13.3,21,306
8,15.2,11.0,13.3,21,306
8,19.9,16.1,18.2,16,419
8,20.0,16.6,18.5,15,426
6,15.2,12.6,14.0,20,322
8,17.5,13.2,15.6,18,359
8,18.2,14.0,16.3,17,375
4,9.8,7.4,8.7,32,200
4,10.5,8.1,9.4,30,216
6,12.6,9.6,11.2,25,258
6,13.3,10.4,12.0,24,276
8,16.3,11.8,14.2,20,327
8,17.3,13.5,15.6,18,359
6,12.6,8.6,10.8,26,248
8,14.4,9.8,12.3,23,283
8,14.8,9.8,12.5,23,288
8,14.7,9.1,12.2,23,281
12,18.1,11.0,14.9,19,343
8,15.7,10.1,13.2,21,304
8,15.7,10.1,13.2,21,304
12,18.5,11.8,15.5,18,357
12,18.0,11.3,15.0,19,345
8,13.8,9.5,11.9,24,274
8,14.7,9.5,12.4,23,285
12,16.7,11.2,14.2,20,327
4,10.4,7.2,9.0,31,207
4,10.4,7.2,9.0,31,207
6,11.1,8.1,9.8,29,225
8,12.4,8.5,10.6,27,244
8,18.1,12.6,15.6,18,359
8,18.1,12.6,15.6,18,359
3,8.5,6.3,7.5,38,172
3,8.1,5.9,7.1,40,163
3,8.5,6.3,7.5,38,172
3,8.2,5.9,7.2,39,166
4,8.6,6.5,7.7,37,177
4,8.4,6.4,7.5,38,172
4,9.4,7.9,8.7,32,200
4,8.4,6.4,7.5,38,172
4,8.5,6.5,7.6,37,175
4,8.0,6.4,7.3,39,168
4,9.4,7.9,8.7,32,200
4,8.4,6.4,7.5,38,172
4,8.6,6.5,7.7,37,177
4,8.4,6.4,7.5,38,172
4,9.2,7.0,8.2,34,189
4,10.0,7.0,8.6,33,198
4,9.2,7.0,8.2,34,189
4,10.0,7.0,8.6,33,198
4,9.2,6.8,8.1,35,186
4,9.1,6.8,8.1,35,186
4,10.1,7.8,9.0,31,207
4,9.5,7.7,8.7,32,200
4,9.2,6.8,8.1,35,186
4,9.1,6.8,8.1,35,186
4,10.1,7.8,9.0,31,207
4,9.5,7.7,8.7,32,200
4,9.2,6.8,8.1,35,186
4,9.1,6.8,8.1,35,186
4,9.3,7.3,8.4,34,193
4,10.4,7.7,9.2,31,212
4,9.2,6.8,8.1,35,186
4,9.1,6.8,8.1,35,186
4,10.1,7.8,9.0,31,207
4,9.5,7.7,8.7,32,200
4,9.2,6.8,8.1,35,186
4,9.1,6.8,8.1,35,186
4,10.1,7.8,9.0,31,207
4,9.5,7.7,8.7,32,200
4,9.2,6.8,8.1,35,186
4,9.1,6.8,8.1,35,186
4,9.2,6.9,8.2,34,189
4,9.6,6.9,8.4,34,193
4,10.5,8.2,9.5,30,219
4,14.2,10.5,12.5,23,288
4,14.0,10.3,12.3,23,283
4,13.4,9.4,11.6,24,267
4,9.6,7.3,8.6,33,198
4,9.8,7.1,8.6,33,198
3,6.4,5.3,5.9,48,136
3,7.0,5.5,6.4,44,147
4,9.5,7.5,8.6,33,198
4,9.9,8.1,9.1,31,209
6,11.5,8.4,10.1,28,232
4,9.3,7.3,8.4,34,193
4,9.9,7.6,8.8,32,202
4,9.6,7.7,8.8,32,202
4,10.4,8.5,9.6,29,221
6,12.6,9.2,11.1,25,255
6,13.3,9.3,11.5,25,264
6,13.0,9.6,11.5,25,264
6,13.6,9.7,11.8,24,271
4,8.7,6.2,7.6,37,175
6,10.3,7.4,9.0,31,207
8,19.2,13.4,16.6,17,382
4,13.7,10.6,12.3,23,283
4,12.2,10.2,11.3,25,260
6,14.8,10.3,12.7,22,292
6,15.7,11.3,13.7,21,315
6,15.0,11.2,13.3,21,306
6,14.3,10.5,12.6,22,290
4,8.5,7.2,7.9,36,182
4,8.4,6.9,7.7,37,177
4,8.8,7.5,8.2,34,189
4,8.9,7.5,8.3,34,191
4,9.4,8.1,8.8,32,202
4,8.8,6.6,7.8,36,179
4,8.6,6.6,7.7,37,177
6,11.0,8.2,9.8,29,225
6,11.2,8.3,9.9,29,228
4,9.7,9.0,9.4,30,216
6,11.9,8.6,10.4,27,239
6,12.1,8.9,10.7,26,246
6,12.7,9.0,11.0,26,253
4,9.1,8.5,8.8,32,202
6,12.0,8.7,10.5,27,242
4,9.2,7.2,8.3,34,191
4,9.5,7.4,8.5,33,196
8,18.4,13.3,16.1,18,370
8,19.7,14.3,17.2,16,396
4,8.0,6.1,7.2,39,166
4,8.9,6.6,7.9,36,182
4,7.5,6.0,6.8,42,156
4,8.6,6.5,7.7,37,177
6,16.0,12.0,14.2,20,327
6,16.0,12.3,14.4,20,331
6,11.6,8.4,10.1,28,232
6,12.3,8.6,10.6,27,244
6,11.5,8.3,10.1,28,232
6,12.3,8.7,10.7,26,246
6,11.6,8.5,10.2,28,235
6,12.3,8.7,10.7,26,246
6,11.9,8.7,10.5,27,242
6,12.5,9.0,10.9,26,251
6,12.6,9.2,11.1,25,255
6,13.0,9.2,11.3,25,260
6,13.1,9.4,11.4,25,262
6,13.4,9.3,11.6,24,267
6,12.2,8.9,10.7,26,246
6,12.6,8.9,11.0,26,253
6,12.5,9.0,11.0,26,253
6,12.9,9.2,11.2,25,258
6,12.6,9.0,11.0,26,253
6,12.9,9.0,11.2,25,258
6,12.6,9.2,11.1,25,255
6,13.4,9.3,11.6,24,267
6,11.9,8.7,10.5,27,242
6,12.4,8.7,10.7,26,246
6,12.2,8.7,10.6,27,244
6,12.5,8.9,10.9,26,251
6,16.0,11.5,14.0,20,322
6,12.3,8.9,10.8,26,248
6,12.9,9.0,11.1,25,255
6,12.8,9.3,11.2,25,258
6,13.1,9.2,11.4,25,262
6,13.7,9.6,11.9,24,274
6,13.7,9.6,11.9,24,274
6,13.7,9.6,11.9,24,274
6,13.7,9.6,11.9,24,274
6,10.7,7.4,9.2,31,212
6,11.5,7.9,9.9,29,228
6,10.9,7.7,9.5,30,218
6,12.1,8.9,10.7,26,246
6,11.3,7.9,9.8,29,225
6,11.9,8.6,10.4,27,239
6,14.3,9.6,12.2,23,286
8,16.7,11.2,14.2,20,327
6,10.7,7.4,9.2,31,212
6,11.5,7.9,9.9,29,228
6,10.9,7.7,9.5,30,218
6,12.1,8.9,10.7,26,246
6,11.3,7.9,9.8,29,225
6,11.9,8.6,10.4,27,239
6,13.7,10.3,12.2,23,281
6,14.2,10.1,12.3,23,283
6,12.9,8.4,10.9,26,251
6,13.1,8.7,11.1,25,255
6,13.4,8.8,11.4,25,262
6,13.7,8.9,11.5,25,264
8,15.1,9.7,12.7,22,292
6,13.4,8.8,11.4,25,262
8,15.3,9.7,12.8,22,294
8,15.4,9.8,12.9,22,297
8,15.3,9.7,12.8,22,294
8,15.4,9.8,12.9,22,297
6,13.9,9.5,11.9,24,274
6,13.9,9.5,11.9,24,274
6,12.9,9.3,11.3,25,260
8,17.1,12.0,14.8,19,340
8,15.7,10.9,13.6,21,313
6,14.6,10.1,12.6,22,290
6,14.6,10.1,12.6,22,290
8,17.7,12.7,15.4,18,354
8,16.2,11.5,14.1,20,324
6,13.3,9.1,11.4,25,262
4,11.2,8.1,9.8,29,225
12,19.2,12.4,16.1,18,370
12,19.2,12.4,16.1,18,370
12,20.9,12.7,17.2,16,396
12,20.7,12.9,17.2,16,396
12,20.9,12.7,17.2,16,396
12,20.7,12.9,17.2,16,396
12,18.7,11.8,15.6,18,359
4,9.6,7.0,8.4,34,193
4,10.9,7.9,9.6,29,221
4,6.5,6.3,6.4,44,147
4,10.2,7.6,9.0,31,207
4,10.2,7.7,9.0,31,207
4,10.9,8.5,9.8,29,225
4,10.8,8.5,9.8,29,225
3,6.8,6.2,6.5,43,150
3,6.8,6.2,6.5,43,150
4,9.6,7.0,8.4,34,193
4,10.9,7.9,9.6,29,221
4,10.2,8.5,9.4,30,216
4,9.6,7.5,8.7,32,200
4,10.6,8.4,9.6,29,221
4,8.5,6.4,7.6,37,175
4,9.5,7.0,8.4,34,193
4,8.5,6.4,7.6,37,175
4,9.5,7.0,8.4,34,193
4,9.0,6.5,7.9,36,182
4,10.7,7.8,9.4,30,216
6,11.9,8.2,10.2,28,235
4,9.3,7.1,8.3,34,191
4,11.0,8.2,9.7,29,223
6,12.0,8.6,10.5,27,242
4,12.4,9.4,11.1,25,255
4,11.1,8.3,9.8,29,225
4,13.8,10.2,12.2,23,281
4,9.1,7.0,8.1,35,186
4,10.2,7.7,9.1,31,209
4,7.9,6.9,7.5,38,173
6,14.2,11.1,12.8,22,294
6,14.2,11.1,12.8,22,294
6,11.3,7.5,9.6,29,221
4,9.7,6.9,8.4,34,193
6,11.0,7.7,9.5,30,218
4,5.5,6.0,5.7,50,131
4,5.7,6.1,5.9,48,136
4,8.6,6.5,7.6,37,175
4,7.9,6.1,7.1,40,163
4,8.2,6.2,7.3,39,168
4,8.3,6.2,7.4,38,170
4,7.7,5.6,6.8,42,156
4,7.7,6.0,6.9,41,159
4,11.7,9.5,10.7,26,246
6,12.5,9.3,11.1,25,255
6,13.0,9.8,11.6,24,267
6,8.6,8.5,8.5,33,196
6,8.4,8.3,8.4,34,193
4,4.6,4.9,4.7,60,108
4,4.5,5.1,4.8,59,110
4,5.4,5.8,5.6,50,129
4,10.0,7.6,8.9,32,205
4,10.5,8.2,9.5,30,218
4,10.0,7.6,8.9,32,205
4,10.7,8.3,9.6,29,221
8,18.8,14.0,16.6,17,382
6,13.0,9.5,11.4,25,262
6,14.4,10.2,12.5,23,288
4,12.2,9.9,11.2,25,258
4,11.3,9.5,10.5,27,242
6,14.5,11.3,13.1,22,301
4,13.1,11.3,12.3,23,283
4,12.9,11.5,12.3,23,283
6,14.8,11.6,13.4,21,308
6,15.3,12.3,14.0,20,322
8,15.9,12.3,14.3,20,329
8,17.2,12.8,15.2,19,350
8,16.9,12.8,15.1,19,347
8,18.5,14.2,16.6,17,382
4,11.6,9.0,10.4,27,239
6,12.5,9.0,10.9,26,251
4,11.6,9.2,10.5,27,242
6,12.8,9.3,11.3,25,260
4,7.8,6.6,7.3,39,168
4,7.7,6.3,7.1,40,163
4,9.6,7.2,8.5,33,196
4,9.9,7.2,8.7,32,200
4,10.0,7.9,9.1,31,209
4,10.4,7.7,9.2,31,212
4,9.8,7.3,8.7,32,200
4,10.3,8.2,9.4,30,216
4,10.4,7.7,9.2,31,212
4,10.7,7.7,9.3,30,214
4,11.4,7.4,9.6,29,221
6,13.9,9.3,11.8,24,271
4,10.8,7.8,9.5,30,219
4,9.3,6.5,8.1,35,186
4,9.3,6.4,8.0,35,184
4,9.5,7.2,8.5,33,196
4,9.4,6.9,8.3,34,191
4,9.4,6.8,8.2,34,193
4,9.5,6.6,8.2,34,189
4,9.3,6.3,7.9,36,182
4,9.3,6.3,8.0,35,184
4,10.4,7.0,8.9,32,205
4,9.5,6.9,8.4,34,193
4,10.0,7.3,8.8,32,202
4,10.3,7.2,8.9,32,205
4,5.6,4.9,5.3,53,122
4,9.7,6.6,8.3,34,191
4,9.8,6.7,8.4,34,193
6,11.9,8.5,10.4,27,239
4,11.5,9.3,10.5,27,242
4,13.0,9.0,11.2,25,258
4,11.7,9.4,10.7,26,246
6,14.1,10.4,12.4,23,292
6,12.8,8.9,11.0,26,253
4,9.8,6.6,8.4,34,193
5,11.6,8.2,10.1,28,232
4,10.1,7.3,8.9,32,205
6,12.9,9.0,11.2,25,258
4,9.8,6.6,8.4,34,193
6,12.9,9.0,11.2,25,258
4,9.8,7.6,8.8,32,202
5,11.8,8.5,10.3,27,237
6,12.8,8.9,11.0,26,253
4,9.8,6.6,8.4,34,193
5,11.6,8.2,10.1,28,232
6,12.9,9.0,11.2,25,258
6,13.1,9.5,11.5,25,264
4,9.8,7.6,8.8,32,202
5,13.0,9.4,11.4,25,262
4,10.7,7.8,9.4,30,216
6,13.6,9.9,11.9,24,274
6,13.1,9.1,11.3,25,260
4,9.8,7.6,8.8,32,202
6,13.6,9.9,11.9,24,274
4,9.3,6.6,8.1,35,189
6,12.7,9.1,11.1,25,254
6,12.2,9.1,10.7,26,251
6,12.4,8.6,10.7,26,249
6,11.9,7.7,10.0,28,235
6,8.0,7.5,7.7,37,180
4,9.6,6.6,8.3,34,196
6,11.2,7.5,9.6,29,226
4,9.7,6.9,8.4,34,197
12,18.0,12.6,15.6,18,365
12,16.8,10.9,14.2,20,332
12,17.6,11.4,14.8,19,346
8,17.4,11.3,14.7,19,343
8,18.1,12.3,15.5,18,362
8,17.4,11.3,14.7,19,343
8,18.1,12.3,15.5,18,362
8,17.4,11.3,14.7,19,343
8,18.1,12.3,15.5,18,362
12,19.5,12.8,16.5,17,390
4,10.0,7.1,8.7,32,204
4,9.8,7.2,8.6,33,201
4,10.1,7.5,8.9,32,208
4,9.9,7.6,8.9,32,212
4,11.0,7.8,9.6,29,224
4,10.6,7.3,9.1,31,214
4,11.2,8.4,9.9,29,232
4,11.0,7.8,9.6,29,224
4,10.6,7.3,9.1,31,214
4,11.3,8.0,9.8,29,230
4,10.8,7.3,9.2,31,211
6,11.6,7.9,9.9,29,232
6,11.6,7.9,9.9,29,232
6,12.6,8.0,10.5,27,247
8,12.9,8.0,10.7,26,249
8,13.1,8.3,10.9,26,255
12,17.8,10.8,14.6,19,344
4,12.0,8.2,10.3,27,242
4,11.9,8.4,10.3,27,240
4,12.0,8.5,10.4,27,244
6,13.2,9.2,11.4,25,267
4,9.8,7.9,8.9,32,209
8,16.6,9.4,13.3,21,313
4,10.1,7.7,9.0,31,211
6,13.0,8.5,11.0,26,257
6,13.8,9.0,11.7,24,273
6,13.0,8.5,11.0,26,257
6,13.8,9.0,11.7,24,273
6,13.3,9.1,11.4,25,266
8,13.3,8.8,11.3,25,263
8,13.4,8.8,11.4,25,265
8,15.7,9.4,12.8,22,300
6,14.1,9.9,12.2,23,285
4,10.1,7.8,9.1,31,209
4,10.1,7.8,9.1,31,209
4,10.3,8.6,9.5,30,222
8,16.1,9.4,13.1,22,307
12,18.9,11.2,15.4,18,360
8,17.7,10.3,14.4,20,337
12,19.6,11.7,16.0,18,375
8,17.7,10.0,14.2,20,334
12,20.3,11.9,16.5,17,388
8,21.0,13.1,17.5,16,408
4,9.9,6.5,8.4,34,197
4,10.7,7.0,9.0,31,211
4,10.4,6.8,8.8,32,207
4,10.5,6.9,8.9,32,209
4,9.9,6.5,8.4,34,197
4,10.7,7.0,9.0,31,211
4,10.4,6.8,8.8,32,207
4,10.5,6.9,8.9,32,209
4,10.5,6.9,8.9,32,209
4,10.5,6.9,8.9,32,209
6,12.0,7.9,10.2,28,238
6,10.9,7.2,9.3,30,217
6,11.6,7.8,9.9,29,231
6,10.9,7.3,9.3,30,216
6,11.9,8.3,10.3,27,241
4,10.8,6.7,8.9,32,211
4,9.9,6.5,8.4,34,197
4,10.7,7.0,9.0,31,211
4,10.8,6.7,8.9,32,211
4,10.9,6.8,9.0,31,210
4,11.3,7.1,9.4,30,221
4,10.5,6.9,8.9,32,209
4,10.5,6.9,8.9,32,209
6,11.8,7.6,9.9,29,232
6,11.6,7.7,9.9,29,232
6,12.1,8.4,10.5,27,246
6,11.9,8.1,10.2,28,238
6,12.0,7.9,10.2,28,238
6,12.3,8.4,10.5,27,247
6,12.0,7.9,10.2,28,238
4,10.5,6.9,8.9,32,209
6,11.9,8.1,10.2,28,238
6,13.0,9.1,11.2,25,263
8,14.4,9.6,12.3,23,288
8,14.3,9.3,12.1,23,283
6,11.9,8.1,10.2,28,238
6,11.9,8.1,10.2,28,238
8,14.3,9.3,12.1,23,283
8,14.4,9.6,12.3,23,288
8,14.3,9.3,12.1,23,283
8,14.3,9.3,12.1,23,283
8,14.3,9.3,12.1,23,283
6,10.6,7.9,9.4,30,219
8,14.3,9.3,12.1,23,283
6,11.8,8.8,10.4,27,244
6,12.7,9.2,11.1,25,260
6,11.6,7.7,9.9,29,232
6,11.9,8.6,10.4,27,245
6,11.6,7.7,9.9,29,232
6,12.1,8.4,10.5,27,246
6,12.0,7.9,10.2,28,238
6,12.0,7.9,10.2,28,238
6,14.1,9.7,12.1,23,284
6,13.7,9.0,11.6,24,271
6,14.2,9.6,12.1,23,282
6,14.1,9.0,11.8,24,278
6,14.1,9.7,12.1,23,284
6,13.7,9.0,11.6,24,271
8,17.3,11.5,14.7,19,344
8,16.1,10.9,13.7,21,321
8,17.3,11.5,14.7,19,344
8,16.1,10.9,13.7,21,321
8,17.3,11.5,14.7,19,344
8,16.1,10.9,13.7,21,321
8,17.3,11.5,14.7,19,344
8,16.1,10.9,13.7,21,321
4,10.7,7.4,9.2,31,215
4,11.1,8.4,9.9,29,231
6,12.7,8.8,10.9,26,257
6,12.8,9.5,11.3,25,264
4,11.7,8.4,10.2,28,238
6,12.7,8.8,10.9,26,257
8,16.6,12.1,14.6,19,343
6,13.0,9.7,11.5,25,269
8,15.7,11.4,13.8,20,322
8,16.6,12.1,14.6,19,343
6,13.0,9.7,11.5,25,269
8,15.7,11.4,13.8,20,322
4,10.7,7.1,9.1,31,212
4,10.7,7.0,9.0,31,211
6,13.7,10.0,12.1,23,282
6,13.7,10.0,12.1,23,282
6,15.8,10.6,13.4,21,315
6,16.1,10.8,13.7,21,323
4,9.5,7.2,8.5,33,199
4,10.2,8.0,9.2,31,215
4,8.5,6.9,7.8,36,182
4,8.9,7.4,8.2,34,192
4,11.8,9.1,10.6,27,248
6,13.7,8.6,11.4,25,268
4,9.6,6.5,8.2,34,193
6,13.8,9.0,11.7,24,274
4,11.4,7.9,9.8,29,231
4,11.6,7.6,9.8,29,230
4,9.6,6.5,8.2,34,193
4,12.4,8.7,10.7,26,252
4,11.4,7.9,9.8,29,231
4,11.6,7.6,9.8,29,230
4,11.3,7.4,9.6,29,224
4,10.5,7.6,9.2,31,215
4,12.0,8.1,10.3,27,240
4,10.6,7.3,9.1,31,214
6,11.6,7.9,9.9,29,233
4,10.8,7.8,9.4,30,221
6,12.2,8.5,10.5,27,247
6,14.7,9.8,12.5,23,293
6,14.2,10.2,12.4,23,289
4,11.0,7.6,9.5,30,222
6,13.0,9.0,11.2,25,263
6,12.8,8.7,11.0,26,257
4,11.0,7.6,9.5,30,221
6,11.6,7.9,9.9,29,233
4,11.2,8.1,9.8,29,229
6,12.2,8.5,10.5,27,247
6,14.7,9.8,12.5,23,293
8,16.6,11.1,14.1,20,332
8,16.0,11.2,13.9,20,325
6,14.2,9.8,12.3,23,287
6,14.8,10.4,12.8,22,300
6,13.6,8.6,11.3,25,263
6,13.9,8.9,11.6,24,273
6,15.0,10.2,12.8,22,302
4,10.9,7.5,9.3,30,218
4,11.4,7.9,9.8,29,229
6,12.3,8.5,10.6,27,248
6,13.2,8.7,11.2,25,261
8,14.2,8.4,11.6,24,272
8,14.3,9.4,12.1,23,284
4,9.7,9.0,9.4,30,220
4,11.9,8.9,10.5,27,247
4,12.2,9.1,10.8,26,253
6,13.0,9.2,11.3,25,265
4,12.7,9.6,11.3,25,265
6,13.6,9.9,11.9,24,279
8,14.6,8.1,11.7,24,275
8,13.7,8.2,11.2,25,263
8,17.7,10.2,14.3,20,335
8,15.7,10.6,13.4,21,313
4,7.8,5.6,6.8,42,159
4,8.2,5.8,7.1,40,167
4,7.8,5.9,6.9,41,160
4,9.1,6.3,7.8,36,184
4,9.0,6.2,7.8,36,182
4,10.5,6.8,8.8,32,207
4,9.4,6.6,8.1,35,190
4,9.0,6.1,7.7,37,181
4,8.4,5.6,7.1,40,167
4,10.5,7.3,9.1,31,214
6,14.2,9.5,12.1,23,285
4,10.5,7.3,9.1,31,214
4,11.5,8.2,10.0,28,235
6,14.9,10.1,12.8,22,300
4,11.5,8.2,10.0,28,235
8,22.0,14.9,18.8,15,441
8,23.0,16.0,19.8,14,465
4,10.6,7.5,9.2,31,215
6,12.5,8.2,10.6,27,248
6,13.9,9.3,11.9,24,272
4,8.7,6.3,7.6,37,179
4,10.6,7.1,9.0,31,211
4,10.0,7.0,8.6,33,202
4,5.0,5.1,5.1,55,122
8,14.6,10.4,12.7,22,298
8,16.1,11.4,14.0,20,328
6,13.5,10.0,11.9,24,280
8,14.6,10.4,12.7,22,298
8,15.0,10.7,13.1,22,307
8,16.3,11.6,14.2,20,332
6,14.2,10.7,12.6,22,296
8,15.0,10.7,13.1,22,306
8,14.4,11.2,13.0,22,304
4,9.0,6.8,8.0,35,188
4,8.5,6.2,7.5,38,175
4,9.6,6.7,8.3,34,195
4,9.0,6.8,8.0,35,187
4,9.5,7.1,8.4,34,195
4,8.9,7.0,8.0,35,189
4,9.0,6.8,8.0,35,188
4,8.5,6.2,7.5,38,175
4,9.6,6.7,8.3,34,195
4,9.0,6.8,8.0,35,187
4,9.5,7.1,8.4,34,195
4,8.9,7.0,8.0,35,189
4,7.6,5.7,6.7,42,157
4,7.8,5.8,6.9,41,162
8,15.1,10.4,13.0,22,304
8,15.1,10.4,13.0,22,304
8,15.4,10.8,13.3,21,312
8,15.4,10.8,13.3,21,312
8,15.1,10.4,13.0,22,304
8,15.1,10.4,13.0,22,304
8,15.2,10.8,13.2,21,310
8,15.2,10.8,13.2,21,310
6,15.8,10.6,13.4,21,315
6,16.1,10.8,13.7,21,323
4,9.2,7.0,8.2,34,193
4,9.1,6.9,8.1,35,190
4,9.7,7.6,8.7,32,205
4,10.2,6.4,8.5,33,198
6,12.4,7.5,10.2,28,239
6,12.8,8.1,10.7,26,250
6,12.4,7.7,10.3,27,240
6,12.4,7.7,10.3,27,240
8,14.8,9.3,12.3,23,289
6,12.8,8.6,10.9,26,257
6,12.8,8.6,10.9,26,257
6,14.1,9.5,12.0,24,282
6,12.4,7.8,10.3,27,242
8,15.6,10.0,13.1,22,307
8,16.8,10.4,13.9,20,326
8,14.8,9.3,12.3,23,289
8,15.7,9.5,12.9,22,302
8,16.8,10.4,13.9,20,326
8,15.7,9.5,12.9,22,302
8,17.6,10.7,14.5,19,339
8,18.1,11.4,15.1,19,353
6,13.7,8.9,11.5,25,271
6,12.4,7.7,10.3,27,240
6,13.7,8.9,11.5,25,271
6,12.4,7.7,10.3,27,240
8,15.7,9.6,12.9,22,302
8,14.8,9.3,12.3,23,289
8,15.7,9.5,12.9,22,302
6,12.8,8.6,10.9,26,257
6,12.8,8.6,10.9,26,257
8,16.1,10.0,13.4,21,313
8,15.7,9.5,12.9,22,302
8,17.6,10.7,14.5,19,339
4,9.4,6.5,8.1,35,189
4,10.1,6.8,8.6,33,202
4,10.5,6.7,8.8,32,205
4,9.9,7.0,8.6,33,201
4,10.6,7.5,9.2,31,215
4,10.2,7.0,8.8,32,207
4,8.4,5.9,7.3,39,171
4,8.5,5.8,7.3,39,171
6,12.8,9.5,11.3,25,265
8,16.7,10.7,14.0,20,329
6,13.7,9.4,11.8,24,276
4,12.7,9.1,11.1,25,260
6,14.2,9.4,12.1,23,283
6,14.5,9.9,12.4,23,292
10,19.2,11.3,15.6,18,364
4,8.7,6.9,7.9,36,183
4,7.9,6.3,7.2,39,168
4,8.7,6.9,7.9,36,183
4,7.6,5.9,6.8,42,160
4,9.6,7.3,8.6,33,200
4,8.5,6.9,7.8,36,183
4,9.6,7.3,8.6,33,200
4,8.5,6.9,7.8,36,183
4,9.6,7.3,8.6,33,200
4,8.5,6.9,7.8,36,183
4,10.6,7.8,9.4,30,218
4,9.9,7.2,8.7,32,203
4,9.3,7.1,8.3,34,194
4,9.5,6.9,8.3,34,194
4,10.6,7.6,9.3,30,217
4,11.0,7.9,9.6,29,224
4,5.6,6.4,6.0,47,140
4,11.5,7.8,9.8,29,231
4,11.3,7.9,9.8,29,228
